direccion_estacion;margen_estacion;tipo_estacion;horario_estacion;latitud_estacion;longitud_estacion;nombre_localidad;nombre_empresa
CALLE OLIVER, 72;D;Terrestre;L-D: 06:00-22:00;38.691972;-0.489722;ALCOY/ALCOI;PETRONOR
CALLE MALLORCA, CTRA. CV-763, 1;D;Terrestre;L-D: 07:00-23:00;38.571139;-0.0965;ALFAS DEL PI (L');BP ALFAZ DEL PI
CL AVDA. DEL PAIS VALENCIANO S.N.;D;Terrestre;L-D: 06:00-22:00;38.581361;-0.105389;ALFAS DEL PI (L');REPSOL
AVENIDA ALBIR, 90;D;Terrestre;L-D: 24H;38.574028;-0.076694;ALFAS DEL PI (L');PLENOIL
AVINGUDA PAIS VALENCIÁ, 37;D;Terrestre;L-D: 24H;38.580639;-0.104972;ALFAS DEL PI (L');BEROIL
AVENIDA PAIS VALENCIÁ, 47;D;Terrestre;L-D: 24H;38.58225;-0.106167;ALFAS DEL PI (L');PLENOIL
AP-1535 km 2,000;N;Terrestre;L-D: 06:00-22:00;38.567722;-0.082972;ALFAS DEL PI (L');GALP
POLIGONO SECTOR VIII - EL ZOCO, S/N;N;Terrestre;L-D: 06:00-22:00;38.058389;-0.746611;ALGORFA;BP EL ZOCO
CALLE SAN JUAN, 32;D;Terrestre;L-D: 06:30-21:00;38.339222;-0.998222;ALGUEÑA;CEPSA
AVENIDA DENIA, 80;D;Terrestre;L-D: 24H;38.359278;-0.466972;ALICANTE/ALACANT;BP SANDOVAL MD
AVENIDA DENIA, 75;I;Terrestre;L-D: 24H;38.359667;-0.467361;ALICANTE/ALACANT;BP SANDOVAL MI
AVENIDA PADRE ESPLÁ, 36;N;Terrestre;"L-V: 07:30-21:00; S: 08:00-15:00; D: 09:30-14:30";38.357;-0.47675;ALICANTE/ALACANT;REPSOL
CALLE BULEVAR TEULADA, 86;I;Terrestre;L-D: 24H;38.364194;-0.499917;ALICANTE/ALACANT;AVANZA LOW COST
CALLE JATIVA, S/N;D;Terrestre;L-D: 24H;38.377722;-0.504722;ALICANTE/ALACANT;GM OIL
AVENIDA DE LA UNIVERSIDAD, SN;D;Terrestre;L-D: 24H;38.376194;-0.508861;ALICANTE/ALACANT;REPSOL
CALLE FORTUNY, S/N;I;Terrestre;"L-V: 07:30-21:30; S-D: 08:30-14:30";38.375333;-0.499444;ALICANTE/ALACANT;REPSOL
AVENIDA NOVELDA, 179;D;Terrestre;L-D: 07:00-00:00;38.370222;-0.4975;ALICANTE/ALACANT;REPSOL
AVENIDA UNIVERSIDAD, S/N;N;Terrestre;L-D: 24H;38.374139;-0.506833;ALICANTE/ALACANT;SHELL
AVENIDA NOVELDA, 74;D;Terrestre;L-D: 24H;38.364222;-0.494333;ALICANTE/ALACANT;PLENOIL
AVENIDA JIJONA, 88;D;Terrestre;"L-S: 06:30-22:30; D: 07:00-22:30";38.358556;-0.483944;ALICANTE/ALACANT;REPSOL
AVENIDA GASTON CASTELLO, 58;D;Terrestre;L-D: 07:00-21:00;38.375111;-0.486944;ALICANTE/ALACANT;CEPSA
AVENIDA ANTONIO RAMOS CARRATALA, 56;N;Terrestre;L-D: 24H;38.370694;-0.466806;ALICANTE/ALACANT;ALCAMPO
AVDA. DE LA CONDOMINA, 47 (C-190 km 3,7);D;Terrestre;L-D: 24H;38.363639;-0.434556;ALICANTE/ALACANT;CEPSA
CALLE ANTONIO RAMOS CARRATALÁ, 26;D;Terrestre;L-D: 24H;38.369889;-0.464083;ALICANTE/ALACANT;PLENOIL
VIAL CONEXION N-332 Y A-7, S/N;N;Terrestre;L-D: 06:00-22:00;38.37;-0.446667;ALICANTE/ALACANT;GALP
AVENIDA DENIA, 60;N;Terrestre;L-D: 24H;38.355389;-0.472306;ALICANTE/ALACANT;GOTETA
VIAL FLORA DE ESPAÑA, 28;N;Terrestre;L-D: 06:30-22:00;38.369111;-0.444778;ALICANTE/ALACANT;PETROALACANT
AVENIDA DENIA, 150;D;Terrestre;L-D: 07:00-23:00;38.375472;-0.453806;ALICANTE/ALACANT;BP VISTAHERMOSA 
AVENIDA DENIA, 0;D;Terrestre;L-D: 24H;38.371389;-0.457694;ALICANTE/ALACANT;PLENOIL
CALLE MUSICO JOSE TORREGROSA, 33;D;Terrestre;L-D: 24H;38.383583;-0.48975;ALICANTE/ALACANT;AVANZA
CARRETERA A-214 KM. 5;I;Terrestre;L-D: 06:00-22:00;38.401;-0.47775;ALICANTE/ALACANT;REPSOL
AVENIDA NOVELDA, 216;D;Terrestre;L-D: 24H;38.376944;-0.499722;ALICANTE/ALACANT;PETROPRIX
AVENIDA PINTOR GASTON CASTELLO, 1;I;Terrestre;L-D: 06:00-22:00;38.370083;-0.486611;ALICANTE/ALACANT;BP REJAS VERDES
AVENIDA NOVELDA, 204;D;Terrestre;L-D: 24H;38.375972;-0.498972;ALICANTE/ALACANT;VCC ALICANTE 
AVENIDA DE DENIA, 183;I;Terrestre;L-D: 06:30-22:30;38.385639;-0.449972;SANTA FAZ;E.S. SANTA FAZ
CARRETERA 112,6 KM. N-332;D;Terrestre;L-D: 06:30-22:30;38.38625;-0.447417;SANTA FAZ;REPSOL
CARRETERA N-330 KM. 409;I;Terrestre;L-D: 06:30-21:00;38.344944;-0.523167;ALICANTE/ALACANT;PETRONOR
CARRETERA MADRID ESQ.RIO JUCAR KM. 19;D;Terrestre;"L-V: 06:00-22:00; S-D: 07:00-21:00";38.344611;-0.522944;ALICANTE/ALACANT;REPSOL
CALLE OCAÑA, 16;D;Terrestre;L-D: 24H;38.345056;-0.522278;ALICANTE/ALACANT;BALLENOIL
POLIGONO PLA VALLONGA CALLE 8, PARCELA 15;D;Terrestre;"L-V: 06:00-21:00; S: 07:00-15:00";38.34825;-0.555389;ALICANTE/ALACANT;PETROALACANT
AVDA. ORIHUELA, S/N - ESQUINA VIA PARQUE;N;Terrestre;L-D: 06:00-00:00;38.345583;-0.517889;ALICANTE/ALACANT;SHELL
AVENIDA NEPTUNO, 4;D;Terrestre;"L-V: 06:00-22:00; S: 07:00-15:00";38.344;-0.524194;ALICANTE/ALACANT;CONFORT AUTO
CARRETERA N-330A KM. 407,7;D;Terrestre;"L-V: 05:00-22:00; S: 07:00-14:00";38.343611;-0.545111;ALICANTE/ALACANT;CEPSA
AVENIDA RAMÓN GÓMEZ SEMPERE, 4;N;Terrestre;L-D: 06:00-22:00;38.330583;-0.5135;ALICANTE/ALACANT;GALP
AVENIDA ELCHE, 150;I;Terrestre;L-D: 24H;38.303611;-0.521389;ALICANTE/ALACANT;PETROPRIX
CALLE COMUNICACIONES, DE LAS, 10;N;Terrestre;L-D: 08:00-23:00;38.336083;-0.517389;ALICANTE/ALACANT;ALSA
AVENIDA ELCHE (N-332 P.K. 102), 16;I;Terrestre;L-D: 24H;38.337778;-0.500389;ALICANTE/ALACANT;CEPSA
CALLE ARTES GRAFICAS, 89;N;Terrestre;L-D: 24H;38.335694;-0.512833;ALICANTE/ALACANT;TAMOIL
AVENIDA ALCALDE LORENZO CARBONELL, 71;I;Terrestre;L-D: 06:00-22:00;38.338611;-0.516;ALICANTE/ALACANT;CEPSA
N-330-P.K. 409,1 P.I. El Espartal;N;Terrestre;"L-V: 06:00-22:00; S: 06:00-14:00";38.34525;-0.520556;ALICANTE/ALACANT;GALP
Rosa de los Vientos (esq. Camino Viejo de Elche);N;Terrestre;"L-V: 06:00-22:00; S-D: 06:00-14:00";38.337778;-0.523139;ALICANTE/ALACANT;GALP
CARRETERA OCAÑA KM. 7;I;Terrestre;L-D: 24H;38.344917;-0.518333;ALICANTE/ALACANT;PETRO ALACANT
CALLE ALCALDE LORENZO CARBONELL, S/N ESQUINA VIA PARQUE, S/N;N;Terrestre;L-D: 24H;38.340028;-0.51775;ALICANTE/ALACANT;CARREFOUR
POLIGONO ZONA INDUSTRIAL A, POLIGONO B, S/N;D;Terrestre;L-D: 24H;38.344139;-0.538472;BACAROT (EL);CEPSA
CARRETERA N-330 A KM. 401;I;Terrestre;"L-V: 07:00-21:00; S: 08:00-14:00";38.342361;-0.607083;FONT-CALENT;PETRONOR
CARRETERA CV 820 KM. 1,4;I;Terrestre;L-D: 24H;38.411;-0.565972;MORALET;AQUAVEL
CARRETERA CV 820 KM. 1,3;D;Terrestre;L-D: 06:00-22:00;38.4115;-0.565444;MORALET;REPSOL
CALLE DEL RUBLO PARC R75, 75;N;Terrestre;"L-V: 06:00-22:00; S: 07:00-14:00";38.338278;-0.566472;ALICANTE/ALACANT;ATALAYAS
CARRETERA BACAROT, 4 KM. ;D;Terrestre;"L-V: 08:00-14:00 y 16:00-18:00; S: 08:00-12:00";38.343333;-0.545833;ALICANTE/ALACANT;AGRICOOP
AVENIDA DEL EURO, 9;D;Terrestre;L-D: 24H;38.340861;-0.57275;ALICANTE/ALACANT;PARCELOGIC
AVENIDA COMUNIDAD EUROPEA, 1;D;Terrestre;L-D: 06:30-22:30;38.099361;-0.796528;ALMORADI;LAS MAROMAS
Principe De EspañA, 10;N;Terrestre;"L-V: 06:00-22:00; S-D: 07:00-22:00";38.115139;-0.78875;ALMORADI;BP
AVENIDA DOCTOR MARAÑON, 0;D;Terrestre;"L-S: 06:00-22:00; D: 07:00-22:00";38.104472;-0.782111;ALMORADI;GASOLEO EXPRES
AVENIDA ORIHUELA, 17;N;Terrestre;L-D: 06:00-00:00;38.104778;-0.797083;ALMORADI;REPSOL
CARRETERA C-3321 KM. 38,1;I;Terrestre;L-D: 06:00-22:00;38.123556;-0.781806;ALMORADI;CEPSA
CALLE PARTIDA DE LA ERA ALTA, 57;I;Terrestre;L-D: 24H;38.122583;-0.783083;ALMORADI;PETROPRIX
CALLE CUESTA DE LAS NARICES, 11;I;Terrestre;L-D: 24H;38.594194;-0.056056;ALTEA;PETROPRIX 
CARRETERA LA NUCIA KM. 2,8;D;Terrestre;L: 07:00-22:00;38.605917;-0.078472;ALTEA;REPSOL
CARRETERA N-332 KM. 155,5;I;Terrestre;L-D: 06:00-22:00;38.586556;-0.064694;ALTEA;REPSOL
CALLE GARGANES, 42;D;Terrestre;L-D: 06:00-00:00;38.604722;-0.048611;ALTEA;REPSOL
Carrer De La Mar, 157;N;Terrestre;L-D: 07:00-23:00;38.593222;-0.054917;ALTEA;GALP
CARRETERA CV-755 KM. 9,2;I;Terrestre;L-D: 06:00-22:00;38.62675;-0.0385;ALTEA LA VELLA;CEPSA ELF
AVENIDA 3 DE AGOSTO, 23;D;Terrestre;L-D: 06:00-22:00;38.336722;-0.774111;ASPE;REPSOL
POLIGONO C/ IBI, S/N;D;Terrestre;L-S: 06:00-22:00;38.356139;-0.770417;ASPE;LEVANTINA
CARRETERA NOVELDA KM. 22;D;Terrestre;"L-V: 06:00-22:00; S: 08:00-15:00";38.358167;-0.770917;ASPE;CONFORT AUTO
AVD.DE NAVARRA 151;N;Terrestre;L-D: 07:00-22:00;38.354028;-0.772639;ASPE;CEPSA ESPAÑA S.A.
POLIGONO TRES HERMANAS   ALCOHOLERA, 11;N;Terrestre;"L-S: 06:00-22:00; D: 07:00-15:00";38.325917;-0.767139;ASPE;BP
CR N-325, 5,8;I;Terrestre;L: 24H;38.3555;-0.772833;ASPE;RASPA-OIL (SERV. ATENDIDO)
AVENIDA AVENIDA DE ORIHUELA, 101;N;Terrestre;L-D: 24H;38.336861;-0.777556;ASPE;GASOLINERA ASPE
AVENIDA TRES DE AGOSTO, 20;D;Terrestre;L-D: 24H;38.341583;-0.773361;ASPE;PLENOIL
CARRETERA NOVELDA KM. 8;D;Terrestre;L-D: 24H;38.356306;-0.772361;ASPE;QFS
CALLE PADRE JESUALDO FERRERO, 1;N;Terrestre;L-D: 06:00-22:00;38.715917;-0.664056;BANYERES DE MARIOLA;REPSOL
CALLE LES MOLINES, 35, ;N;Terrestre;L-V: 07:00-13:00;38.720111;-0.671194;BANYERES DE MARIOLA;CEPSA
CALLE DR. SILVESTRE, ;N;Terrestre;L-D: 24H;38.701889;-0.76775;BENEIXAMA;COOPERATIVA DIVINA AURORA
CARRETERA VILLENA-ALCUDIA KM. 10,608;D;Terrestre;L-D: 06:00-22:00;38.698;-0.771194;BENEIXAMA;GASOLWIN BENEIXAMA
CARRETERA JACARILLA KM. S/N;I;Terrestre;L-D: 06:00-22:00;38.076944;-0.843056;BENEJUZAR;REPSOL
AVENIDA VILLAJOYOSA LA, 34;N;Terrestre;L-D: 07:00-23:00;38.533639;-0.16225;BENIDORM;BP CALA BENIDORM
AVENIDA COMUNIDAD VALENCIANA, 18;D;Terrestre;L-D: 24H;38.544194;-0.11925;BENIDORM;BP BENIDORM
CARRETERA N-332 KM. 124,5;D;Terrestre;L-D: 06:00-22:00;38.557694;-0.1015;BENIDORM;GALP
CARRETERA N-332 KM. 124,5;I;Terrestre;L-D: 06:00-22:00;38.558056;-0.101917;BENIDORM;GALP
CARRETERA CV-70 KM. 47;I;Terrestre;L-D: 24H;38.559583;-0.134444;BENIDORM;REPSOL
AVENIDA DOCTOR SEVERO OCHOA, S/N;N;Terrestre;L-D: 24H;38.543139;-0.102722;BENIDORM;BP EUROBENIDORM
AVENIDA COMUNIDAD VALENCIANA- CAMÍ DEL PALASIET, 2;N;Terrestre;L-D: 24H;38.551139;-0.109778;BENIDORM;PETROENERGY
AVENIDA JAIME I, 23;N;Terrestre;L-D: 24H;38.541722;-0.134139;BENIDORM;BP LA ISLETA
POLIGONO APR 3, 68;D;Terrestre;L-D: 24H;38.558833;-0.100972;BENIDORM;VCC ANOUER
CALLE ALCALDE FRANCISCO GONZALEZ FERNANDEZ, 32;N;Terrestre;L-D: 24H;38.077222;-0.745028;BENIJOFAR;BENIEXPRESS
AVENIDA EUROPA, 12;D;Terrestre;L-D: 24H;38.717667;0.059861;BENISSA;PLENOIL
CARRETERA MORAIRA-CALPE KM. 3;D;Terrestre;L-D: 24H;38.677722;0.105778;BENISSA;VCC BENISSA
AVINGUDA EUROPA, 34;D;Terrestre;L-D: 24H;38.719222;0.060556;BENISSA;MASOIL BENISA
CALLE MARGENADORS DELS, 8;N;Terrestre;L-S: 08:00-20:00;38.718611;0.059389;BENISSA;ROSELLO
AVENIDA LAS MARINAS, 290;D;Terrestre;L-D: 24H;38.665889;0.084944;BENISSA;BALLENOIL
AVENIDA EUROPA, 8;D;Terrestre;L-D: 06:00-22:00;38.718139;0.060194;BENISSA;BP BENISSA
 JUAN DE LA CIERVA,13  POLIGONO INDUSRTIAL LAPEDRERA, ;N;Terrestre;L: 07:00-21:00;38.72675;0.076583;BENISSA;MEROIL
CARRETERA CV-740 KM. 6,800;I;Terrestre;L-D: 07:00-22:00;38.738972;0.152139;BENITACHELL;(SIN RÓTULO)
CARRETERA ALCOY - VILLENA KM. 38,2;N;Terrestre;"L-V: 07:00-21:45; S: 07:00-15:30";38.630583;-0.786556;BIAR;REPSOL
POLIGONO SECTOR D10, 8;D;Terrestre;L-D: 24H;38.064861;-0.899;BIGASTRO;PLENOIL
POLIGONO APATEL, 6;D;Terrestre;L-D: 06:00-22:00;38.059194;-0.885222;BIGASTRO;REPSOL
CALLE DEL PROGRESO, 24;D;Terrestre;L-D: 24H;38.059056;-0.884611;BIGASTRO;BIGASOIL
CALLE EL PI, 1;I;Terrestre;L-D: 24H;38.477806;-0.424194;BUSOT;ATLANTIS EXPRESS
BARRIO SAN JOSE DRCHA, 70;D;Terrestre;L-D: 07:30-21:30;38.130583;-0.858917;CALLOSA DE SEGURA;RITOR DIESEL
CARRETERA CV913 KM. 1;D;Terrestre;L-D: 06:00-22:00;38.125694;-0.867333;CALLOSA DE SEGURA;REPSOL
CARRETERA N-340 KM. 692,9;D;Terrestre;"L-V: 06:00-22:00; S: 07:00-15:00; D: 08:00-14:00";38.143139;-0.927583;CALLOSA DE SEGURA;PETRONOR
CARRETERA CATRAL KM. 0,300;D;Terrestre;"L-V: 06:00-22:00; S-D: 07:00-22:00";38.12775;-0.861861;CALLOSA DE SEGURA;BP OIL ESPAÑA, S.A.U.
CALLE SAN ISIDRO, 10;D;Terrestre;L-D: 07:00-22:00;38.6495;-0.121194;CALLOSA D'EN SARRIA;REPSOL
AVINGUDA VALL DE LAGUART, 5;D;Terrestre;L-D: 24H;38.64575;0.051139;CALPE;AUTOFUEL LOW COST
AVENIDA DIPUTACION, 35;D;Terrestre;L-D: 24H;38.646306;0.04175;CALPE;GASEXPRESS
AVENIDA VALL DE L'AGUART, 11;N;Terrestre;L-D: 07:00-22:00;38.645694;0.052306;CALPE;DRZ
AVENIDA DEL PORT, 15/41;N;Terrestre;L-V: 08:30-13:30 y 15:00-19:00;38.637306;0.06925;CALPE;COFRADIA DE PESCADORES
PARTIDA ESTACION II, 6;I;Terrestre;L-D: 24H;38.652972;0.037806;CALPE;CALPE AUTOMOCION II
PARTIDA ESTACION II, 6;D;Terrestre;L-D: 24H;38.653028;0.037306;CALPE;CALPE AUTOMOCION
AVENIDA AV DIPUTACION S/N, ;N;Terrestre;L-D: 24H;38.646306;0.040556;CALPE;Q8
CALLE L ESPORT, 2;D;Terrestre;L-D: 24H;38.645444;0.050278;CALPE;REPSOL
CARRETERA N-332 KM. 122;D;Terrestre;L: 06:00-22:00;38.450167;-0.373611;CAMPELLO (EL);PETRONOR
CARRETERA N-332 KM. 122,5;I;Terrestre;"L-V: 07:00-21:00; S-D: 08:00-21:00";38.450278;-0.374361;CAMPELLO (EL);REPSOL
CALLE INFANTA, 31;N;Terrestre;"L-V: 06:00-23:00; S-D: 07:00-23:00";38.424083;-0.401389;CAMPELLO (EL);CAMPELLO - GOTETA II
CALLE SAN RAMON 8, ;D;Terrestre;L-D: 06:30-22:00;38.424639;-0.406444;CAMPELLO (EL);REPSOL-RIO SECO
C/ SAN RAMON, 109;I;Terrestre;L-D: 24H;38.430639;-0.399389;CAMPELLO (EL);SHELL
CALLE SAN BARTOLOME, 33;N;Terrestre;L-D: 06:00-22:00;38.418806;-0.393167;CAMPELLO (EL);GALP
CALLE SAN RAMON, 125;D;Terrestre;L-D: 24H;38.4325;-0.397194;CAMPELLO (EL);GASEXPRESS CAMPELLO
CALLE BIAR, 1;D;Terrestre;L-D: 24H;38.675278;-0.804917;CAÑADA;COOPERATIVA SAN CRISTOBAL
AVENIDA IBI, 51;D;Terrestre;L-D: 24H;38.600667;-0.670139;CASTALLA;LUZOIL
AVENIDA DE IBI, 46;N;Terrestre;L-D: 06:00-22:00;38.600944;-0.669611;CASTALLA;REPSOL
CARRETERA CASTALLA ALICANTE, CV 815 KM. 5,7;N;Terrestre;L-D: 06:00-22:00;38.57825;-0.654917;CASTALLA;REPSOL
CALLE SAN VICENTE DEL RASPEIG, 4;D;Terrestre;L-D: 24H;38.596361;-0.663889;CASTALLA;MASOIL CASTALLA
CARRETERA CATRAL- CALLOSA DEL SEGURA KM. 5,3;I;Terrestre;L-D: 24H;38.148111;-0.828444;CATRAL;GASEXPRESS
PURISIMA, 80;I;Terrestre;L-D: 06:00-22:00;38.167583;-0.803306;CATRAL;BRIOGAS
AVENIDA AVDA. L'ALTET Nº 2, 2;N;Terrestre;L-D: 24H;38.730639;-0.443278;COCENTAINA;CARREFOUR
AVENIDA DE ALICANTE, 87;I;Terrestre;L-D: 06:00-22:00;38.715472;-0.463639;COCENTAINA;GALP
AVENIDA ALICANTE, 49;D;Terrestre;L-D: 06:00-22:00;38.717889;-0.45775;COCENTAINA;REPSOL
CL AVENIDA PAIS VALENCIA, 117;D;Terrestre;L-D: 06:00-22:00;38.738722;-0.439694;COCENTAINA;REPSOL
AVENIDA DE XATIVA, 31;D;Terrestre;L-D: 24H;38.750778;-0.439;COCENTAINA;PETROPRIX
CARRER PUJADA A SANT CRISTÒFOL, 4;D;Terrestre;L-D: 24H;38.748667;-0.439778;COCENTAINA;PLENOIL
AVENIDA ALACANT, 64;D;Terrestre;L-D: 24H;38.717972;-0.458722;COCENTAINA;LA 23
AVENIDA ALTET L', 3;D;Terrestre;L-D: 24H;38.733333;-0.441806;COCENTAINA;FUTURA PETROLIUM 
AVENIDA AVENIDA DE ALICANTE, 104;D;Terrestre;L-D: 24H;38.715167;-0.463167;COCENTAINA;GALP
PARAJE DE SAN ISIDRO, S/Nº;N;Terrestre;"L-S: 05:00-22:00; D: 07:00-22:00";38.141528;-0.899639;COX;PEPE RAMON
AVENIDA DEL CARMEN, 94;I;Terrestre;L-D: 06:00-22:00;38.147139;-0.889278;COX;REPSOL
PASEO PRINCIPE DE ASTURIAS, S/N;N;Terrestre;L-D: 06:00-22:00;38.143889;-0.898861;COX;BP COX
CR CV-875 ,P.K. 10,5;I;Terrestre;L-D: 24H;38.233111;-0.791083;CREVILLENT;REPSOL
CARRETERA NACIONAL 340 KM. 707,1;D;Terrestre;L-D: 07:00-22:00;38.227222;-0.822528;CREVILLENT;REPSOL
AUTOVIA A-37 KM. 728,2;D;Terrestre;L-D: 00:00-23:59;38.193028;-0.812639;CREVILLENT;REPSOL
AUTOVIA A-37 KM. 728;I;Terrestre;L-D: 24H;38.196472;-0.812333;CREVILLENT;REPSOL
POLIGONO I PARCELA 10, S/N;N;Terrestre;"L-V: 06:00-22:00; S-D: 07:00-22:00";38.244333;-0.797861;CREVILLENT;BP  POLIGONO CREVILLENTE
P. DE ELCHE, Nº 29-31;D;Terrestre;L-D: 24H;38.248694;-0.797861;CREVILLENT;MOSCARDÓ
P. DE ELCHE, Nº 29-31;I;Terrestre;"L-V: 06:00-22:00; S: 06:00-14:00";38.249167;-0.798056;CREVILLENT;MOSCARDÓ
POLIGONO I7, SN;N;Terrestre;L-S: 06:00-22:00;38.250861;-0.782583;CREVILLENT;BP
CR N-340, 707,0;I;Terrestre;L-D: 24H;38.231556;-0.81975;CREVILLENT;H.S
AUTOVIA A7 KM. 526;D;Terrestre;L-D: 24H;38.233167;-0.791;CREVILLENT;HAM
PASEO DE ELCHE, 7;D;Terrestre;L-D: 24H;38.248167;-0.801139;CREVILLENT;PLENOIL
PARTIDA MADRIGUERES SUD, 61;D;Terrestre;L-D: 24H;38.835694;0.09375;DENIA;REPSOL COMERCIAL
CARRETERA LAS MARINAS KM. 177;D;Terrestre;L-D: 24H;38.858444;0.056806;DENIA;GASDEN
PARTIDA MADRIGUERES NORD, 9;D;Terrestre;L-D: 24H;38.837917;0.091972;DENIA;PLENOIL
PARTIDA PARTIDA MADRIGUERES SUD, 5 - PARKING HIPERMERCADO CARREFOUR DENIA, ;N;Terrestre;"L-S: 07:00-22:00; D: 08:00-22:00";38.836917;0.095056;DENIA;Q8
CARRETERA DENIA A ONDARA C-3311 KM. 0,5;N;Terrestre;L-D: 06:00-22:00;38.839;0.094417;DENIA;GALP
AVENIDA MONTGO, 34;N;Terrestre;L-D: 06:00-23:00;38.832667;0.102111;DENIA;BP
CTRA. LAS MARINAS km 0,85;D;Terrestre;L-D: 06:00-22:00;38.848333;0.099722;DENIA;MOSCARDÓ
CALLE AVENIDA VALENCIA, 44;D;Terrestre;L-D: 24H;38.839583;0.098194;DENIA;REPSOL
PARTIDA MADRIGUERES SUD, 25;D;Terrestre;L-D: 24H;38.837306;0.084556;DENIA;TECKMAR
CAMINO SANTA LLÚCIA, 1;N;Terrestre;L-D: 24H;38.834083;0.113222;DENIA;SHELL
CALLE MAESTRO SERRANO, 1;D;Terrestre;"L-V: 07:00-21:00; S: 08:00-21:00; D: 08:00-20:00";38.139722;-0.774889;DOLORES;REPSOL
CARRETERA CV905 KM. 0,800;I;Terrestre;L-D: 06:00-22:00;38.131278;-0.775194;DOLORES;MAYAYO
CARRETERA AP-3061 KM. 15,5;D;Terrestre;L-V: 07:00-15:00;38.140889;-0.748556;DOLORES;CEPSA
CL AVENIDA DE ALICANTE, 72;D;Terrestre;"L-V: 06:00-22:00; S-D: 07:00-22:00";38.269472;-0.682194;ELCHE/ELX;REPSOL
AVENIDA ALCALDE VICENTE QUILES, 4;D;Terrestre;L-D: 06:00-23:00;38.2725;-0.690833;ELCHE/ELX;LA ESTACION
CALLE MIGUEL SERVET, 4;N;Terrestre;"L-V: 06:30-22:30; S: 06:30-20:30; D: 08:00-16:00";38.298056;-0.614472;ELCHE/ELX;SHELL
CALLE SANTIAGO RAMON Y CAJAL, 35;D;Terrestre;"L-V: 06:00-22:00; S: 07:00-14:00";38.296528;-0.614861;ELCHE/ELX;CONFORT AUTO
CALLE MALLORCA, 12;N;Terrestre;"L-J: 06:30-23:00; V: 06:30-23:59; S: 07:00-23:59; D: 07:00-23:00";38.269944;-0.67075;ELCHE/ELX;E.S. EL POLIGONO
CALLE GALILEO GALILEI, 14;D;Terrestre;L: 24H;38.288139;-0.611667;ELCHE/ELX;GM OIL ELCHE
CALLE ALICANTE-ALTET, 122;D;Terrestre;L-D: 24H;38.271583;-0.673944;ELCHE/ELX;PLENOIL
CALLE ALMANSA, 62;N;Terrestre;"L-J: 06:00-23:00; V-S: 06:00-23:59; D: 06:30-23:00";38.278972;-0.719639;ELCHE/ELX;MORA
PARTIDA ALTABIX POLIGONO 3   (CAMINO DE CASTILLA), 37;D;Terrestre;L-D: 06:30-22:00;38.29325;-0.675417;ELCHE/ELX;ABIERTO (SERVICIO ATENDIDO)
PARTIDA ALTABIX.POL. 1 NO 203 (AV DEL BIMILENARIO S/N);N;Terrestre;L-D: 24H;38.283139;-0.684083;ELCHE/ELX;CEPSA LA GALIA
CALLE ECUADOR, 12;D;Terrestre;L-D: 07:00-23:00;38.264139;-0.72375;ELCHE/ELX;BP ALJUB
CARRETERA ALICANTE - MURCIA KM. 53;N;Terrestre;L-D: 24H;38.258583;-0.73025;ELCHE/ELX;CARREFOUR
AVINGUDA DE CREVILLENTE, 4;N;Terrestre;"L-V: 07:00-22:00; S: 08:00-22:00; D: 08:00-21:30";38.261444;-0.717444;ELCHE/ELX;GASOLINERA D'ELX (S. ATENDIDO)
AVENIDA CREVILLENTE, 5;D;Terrestre;L-D: 06:00-22:00;38.260389;-0.71825;ELCHE/ELX;REPSOL
AVINGUDA DE CREVILLENTE, 36;D;Terrestre;L-D: 24H;38.260222;-0.722333;ELCHE/ELX;BALLENOIL
CALLE ALCORCÓN, 27;D;Terrestre;L-D: 24H;38.263639;-0.723694;ELCHE/ELX;PLENOIL 
CARRETERA N-340A KM. 716,3;I;Terrestre;L-D: 24H;38.258694;-0.734333;ELCHE/ELX;CEPSA
CALLE PANAMA, S/N;N;Terrestre;L-D: 24H;38.261444;-0.721806;ELCHE/ELX;PETROPRIX
CALLE ECUADOR, 8;D;Terrestre;L-D: 24H;38.263583;-0.7235;ELCHE/ELX;EL CANARI
CALLE PANAMA, 5;D;Terrestre;L-D: 24H;38.261528;-0.718056;ELCHE/ELX;E.S. PLUSOIL
CARRETERA CV-8500 KM. 3,6;I;Terrestre;"L-J: 00:00-02:00 y 06:00-23:59; V-S: 00:00-23:59; D: 00:00-02:00 y 06:00-23:59";38.251028;-0.698306;ELCHE/ELX;REPSOL
CAMINO CAMINO VIEJO ELCHE/SANTA-POLA KM 0,200, 72;N;Terrestre;L-D: 06:00-22:00;38.257917;-0.678278;ELCHE/ELX;REPSOL
CALLE SENIJA, 2;D;Terrestre;L-D: 24H;38.282583;-0.712472;ELCHE/ELX;BALLENOIL
AV DE NOVELDA, 128;I;Terrestre;L-D: 06:00-22:00;38.278306;-0.716694;ELCHE/ELX;REPSOL
RONDA VALL D'UIXO, 52;D;Terrestre;L-D: 24H;38.283917;-0.714278;ELCHE/ELX;PETROPRIX
CALLE PETRER, 7;N;Terrestre;"L-V: 07:00-22:00; S-D: 08:00-14:00";38.277806;-0.718417;ELCHE/ELX;GASOLINERA D'ELX (S. ATENDIDO)
AVENIDA NOVELDA, 188;D;Terrestre;"L-V: 06:00-22:00; S-D: 07:00-15:00";38.282778;-0.721944;ELCHE/ELX;MORA
CALLE ALMANSA, 19;D;Terrestre;L-D: 24H;38.280694;-0.715;ELCHE/ELX;PLENOIL
